,Language,Dataset,Context,Noisy text,Normalized text,Counts
641,English,Training,about another mf,cuz,because,1
642,English,Training,another mf cuz,alot,a lot,1
643,English,Training,mf cuz alot,ya,you,1
644,English,Training,bad blood ..,str8,straight,1
645,English,Training,.. str8 hate,runnin,running,1
646,English,Training,str8 hate runnin,thru,through,1
647,English,Training,hate runnin thru,ya,you,1
648,English,Training,"yang lolos ,",congrats,congratulations,1
649,English,Training,@dioraemun,yesss,yes,1
650,English,Training,rt @wesley_a_evans :,imma,i'm going to,1
651,English,Training,my own secrets,cuz,because,1
652,English,Training,can't trust anyone,be,but,1
653,English,Training,like srlsy nada,im,i'm,1
654,English,Training,rt @arianagrande :,u,you,1
655,English,Training,know i'll be,savin,saving,1
656,English,Training,my love for,u,you,1
657,English,Training,@worldstarfunny : this,nigga,nigger,1
658,English,Training,we need a,pic,picture,1
659,English,Training,i feel stupid,coz,because,1
660,English,Training,feel stupid coz,im,i'm,1
661,English,Training,im arabic and,dont,don't,1
662,English,Training,all these thots,goin,going,1
663,English,Training,"goin wild ,",givin,giving,1
664,English,Training,"wild , givin",headd,headed,1
665,English,Training,bitch better be,jokin,joking,1
666,English,Training,"jokin , or",imma,i'm going to,1
667,English,Training,seeing lsu face,fck,fuck,1
668,English,Training,"greyson , can",u,you,1
669,English,Training,thanks for everyday,everynight,every night,1
670,English,Training,please follow me,babe,baby,1
671,English,Training,"me babe ,",thats,that's,1
672,English,Training,b . keep,rockin,rocking,1
673,English,Training,it in iowa,bro,brother,1
674,English,Training,. hmu if,u,you,1
675,English,Training,wheres your internship,gonna,going to,1
676,English,Training,feels so jank,rn,right now,1
677,English,Training,jank rn it's,dispicable,despicable,1
678,English,Training,"played riding ,",slipin,sliping,1
679,English,Training,", slipin and",slindin,slinding,1
680,English,Training,leroy a thot,nigga,nigger,1
681,English,Training,,juss,just,1
682,English,Training,hold on we,goin,going,1
683,English,Training,okay then ...,bt,but,1
684,English,Training,then ... bt,d,the,1
685,English,Training,is too much,fr,from,1
686,English,Training,an outsider maybe,rt,retweet,1
687,English,Training,@blacc__ : @prince_damoche,yh,yeah,1
688,English,Training,: @prince_damoche yh,dats,that's,1
689,English,Training,dearth case unlike,da,the,1
690,English,Training,""" @virgiljonathans :",pict,picture,1
691,English,Training,clary,wat,what,1
692,English,Training,clary wat,r,are,1
693,English,Training,clary wat r,u,you,1
694,English,Training,wat r u,doin,doing,1
695,English,Training,: because fuck,u,you,1
696,English,Training,because fuck u,thats,that's,1
697,English,Training,jz one small,thng,thing,1
698,English,Training,ayato fucking throwing,yui,you,1
699,English,Training,me . i,couldnt,couldn't,1
700,English,Training,i will hunt,u,you,1
701,English,Training,down and kick,ur,you're,1
702,English,Training,and children .,weiiiiird,weird,1
703,English,Training,boko haram releases,4,for,1
704,English,Training,rt @sadqirlsclub :,niggas,niggers,1
705,English,Training,rt @harryxchampayne :,rt,retweet,1
706,English,Training,( i'll @username,u,you,1
707,English,Training,u ) free,bc,because,1
708,English,Training,) free bc,im,i'm,1
709,English,Training,"@fatmabeliebers2 ok ,",u,you,1
710,English,Training,"ok , u",fisrt,first,1
711,English,Training,issue with america,isnt,isn't,1
712,English,Training,the fact that,theyre,they're,2
713,English,Training,"bullies , think",theyre,they're,1
714,English,Training,,mfs,mother fuckers,1
715,English,Training,mfs on,ig,instagram,1
716,English,Training,@lexx_sullivann will,alwayz,always,1
717,English,Training,alwayz be my,gurl,girl,1
718,English,Training,go krillin .,yiu,you,1
719,English,Training,is the most,badass,bad ass,1
720,English,Training,tyler and josh,ive,i've,1
721,English,Training,ive ever seen,im,i'm,1
722,English,Training,got tattooed ?!?!?,pleaseee,please,1
723,English,Training,"meek mill ,",lil,little,1
724,English,Training,will be my,fav,favorite,1
725,English,Training,stop commenting,geez,jesus,1
726,English,Training,commenting geez wtf,ppl,people,1
727,English,Training,livestream are so,effing,fucking,1
728,English,Training,"kids , no",cussin,cussing,1
729,English,Training,"' mama ,",juss,just,1
730,English,Training,takes me 20,mins,minutes,1
731,English,Training,@marco3eyes lol,ima,i'm going to,1
732,English,Training,ima still think,bout,about,1
733,English,Training,. nice meet,u,you,1
734,English,Training,conseal,dont,don't,1
735,English,Training,dont feel ..,dont,don't,1
736,English,Training,hi jazzy can,ya,you,1
737,English,Training,jazzy can ya,pls,please,1
738,English,Training,key up his,ig,instagram,1
739,English,Training,@graecamfer hi grae,followback,follow back,1
740,English,Training,@gyozastand i,luff,love,1
741,English,Training,@gyozastand i luff,u,you,1
742,English,Training,luff u gyo,marri,marry,1
743,English,Training,u gyo marri,mi,me,1
744,English,Training,come back to,southamerica,south america,1
745,English,Training,@cebulon25,its,it's,1
746,English,Training,its so cute,n,and,1
747,English,Training,very yummy dick,n,and,1
748,English,Training,dick n damn,mantabs,man tabs,1
749,English,Training,@lizardlicktowin i know,ur,you're,1
750,English,Training,up but i,aint,ain't,1
751,English,Training,but i aint,feelin,feeling,1
752,English,Training,i aint feelin,ur,your,1
753,English,Training,@julietc__,u,you,1
754,English,Training,football transfer,rumours,rumors,1
755,English,Training,indi ? :,todays,today's,1
756,English,Training,? : todays,rumours,rumors,1
757,English,Training,@beamiller,im,i'm,1
758,English,Training,! queen b,gonna,going to,1
759,English,Training,queen b gonna,slayy,kill,1
760,English,Training,somewhere,theres,there's,1
761,English,Training,has had several,niggas,niggers,1
762,English,Training,for the vip,tix,ticket,1
763,English,Training,i,aint,ain't,1
764,English,Training,i aint,tryna,trying to,1
765,English,Training,.. if it,aint,ain't,1
766,English,Training,aint bae it,aint,ain't,1
767,English,Training,tired of playing,w,with,1
768,English,Training,young minded ass,niggas,niggers,1
769,English,Training,@brickbosspros alr bet,imma,i'm going to,1
770,English,Training,bet imma call,u,you,1
771,English,Training,from pop star,mommas,mamas,1
772,English,Training,,neighbour,neighbor,1
773,English,Training,"the hedge ,",neighbour,neighbor,1
774,English,Training,new album ',ultraviolence,ultra violence,1
775,English,Training,": "" just",sittin,sitting,1
776,English,Training,in the studio,tryna,trying to,1
777,English,Training,has a great,arse,ass,1
778,English,Training,"don't like ,",bcs,because,1
779,English,Training,", bcs they",r,are,1
780,English,Training,r so popular,n,and,1
781,English,Training,@arielxmariex : tbh,ima,i'm going to,1
782,English,Training,@daniela_razo08 @myrandaceleste,da,the,1
783,English,Training,@daniela_razo08 @myrandaceleste da,fuq,fuck,1
784,English,Training,should do an,appt,appointment,1
785,English,Training,do an appt,bc,because,1
786,English,Training,@sleepingwthxrry : harry,u,you,1
787,English,Training,u better play,srsly,seriously,1
788,English,Training,@dxrkwolvershire : raise,ur,your,1
789,English,Training,ur hands if,ur,you're,1
790,English,Training,tv5 and gma,bc,because,1
791,English,Training,and gma bc,theyre,they're,1
792,English,Training,gma bc theyre,gagos,asshole,1
793,English,Training,this is,wes,was,1
794,English,Training,are you so,gorgeousss,gorgeous,1
795,English,Training,omg omg i,cant,can't,1
796,English,Training,,waddup,what's up,1
797,English,Training,... wake up,n,and,1
798,English,Training,deep house @houseofrhythmsa,wht,what,1
799,English,Training,to get more,favs,favorites,1
800,English,Training,,r,rest,2
801,English,Training,r .,i,in,2
802,English,Training,. i .,p,peace,2
803,English,Training,don't like when,ppl,people,1
804,English,Training,rt @shafikamazlan :,dont,don't,1
805,English,Training,check up on,ppl,people,1
806,English,Training,anymore . you,dont,don't,1
807,English,Training,to know how,theyre,they're,1
808,English,Training,is so cute,dont,don't,1
809,English,Training,dont even try,t,to,1
810,English,Training,me okay .,u,you,1
811,English,Training,to prove why,yer,you're,1
812,English,Training,wagner olha o,whats,what's,1
813,English,Training,,fb,facebook,1
814,English,Training,"back . """,nw,no worries,1
815,English,Training,i answered a,q,question,1
816,English,Training,an r laura,lovley,lovely,1
817,English,Training,"permit issues ,",colaboration,collaborations,1
818,English,Training,@hananyuki_ : happy,anniv,anniversary,1
819,English,Training,@relatablequote : when,im,i'm,1
820,English,Training,they ask if,im,i'm,3
821,English,Training,,havent,haven't,1
822,English,Training,but they sound,goood,good,1
823,English,Training,pizza rolls do,u,you,1
824,English,Training,"or their """,feckkk,fuck,1
825,English,Training,who will bash,u,you,1
826,English,Training,"back , and",im,i'm,1
827,English,Training,do it again,w,with,1
828,English,Training,again w a,diffffff,different,1
829,English,Training,got home was,chillin,chilling,1
830,English,Training,chillin with the,cuz,because,1
831,English,Training,@ayyeeeliam @rissahoran20 @paradisalariana,fav,favorite,1
832,English,Training,@lashtronomy anytime,babe,baby,1
833,English,Training,@lashtronomy anytime babe,im,i'm,1
834,English,Training,anytime babe im,a l w a y s,always,1
835,English,Training,for all you,putos,photos,1
836,English,Training,"you putos ,",tryna,trying to,1
837,English,Training,waves was,whippin,whipping,1
838,English,Training,my ass today,bruh,brother,1
839,English,Training,@femalestruggies : when,im,i'm,1
840,English,Training,vs perrie edwards,rt,retweet,1
841,English,Training,rt for zayn,fav,favorites,1
842,English,Training,when,im,i'm,1
843,English,Training,,drivin,driving,1
844,English,Training,who am i,pickin,picking,1
845,English,Training,am i pickin,upp,up,1
846,English,Training,rp yg mau,folbackk,follow back,1
847,English,Training,,rip,rest in peace,1
848,English,Training,,pls,please,1
849,English,Training,"mad , but",pls,please,1
850,English,Training,this friday for,lookin,looking,1
851,English,Training,for lookin good,im,i'm,1
852,English,Training,@foramgosar,whn,when,1
853,English,Training,set 2006-2009 .,nextday,next day,1
854,English,Training,"i make ,",im,i'm,1
855,English,Training,"make , im",gon,gonna,1
856,English,Training,whenever you are,thinkin,thinking,1
857,English,Training,you are thinkin,bout,about,1
858,English,Training,relate to every,fuckin,fucking,1
859,English,Training,@theywant_money : i'm,tryna,trying to,1
860,English,Training,: i'm tryna,fwit,fuck with,1
861,English,Training,man . do,u,you,1
862,English,Training,do u have,adress,address,1
863,English,Training,and levi are,probs,probably,1
864,English,Training,are probs my,fav,favorite,1
865,English,Training,at forney park,bruh,brother,1
866,English,Training,@femaies : when,im,i'm,1
867,English,Training,still bussing on,bro,brother,1
868,English,Training,bro but i'm,finna,going to,1
869,English,Training,when i heard,xf,x factor,1
870,English,Training,"my dashboard ,",yisus,jesus,1
871,English,Training,"dashboard , yisus",craist,christ,1
872,English,Training,the longest and,im,i'm,1
873,English,Training,im just like,pls,please,1
874,English,Training,@maxoula17 if,thats,that's,1
875,English,Training,@maxoula17 if thats,u,you,1
876,English,Training,"thats u ,",u,you,1
877,English,Training,"u , u",r,are,1
878,English,Training,drunk,beff,best ever friend forever,1
879,English,Training,is not good,beefff,best ever friend forever,1
880,English,Training,let me tell,u,you,1
881,English,Training,,whatchu,what you,1
882,English,Training,whatchu,kno,know,1
883,English,Training,whatchu kno,bout,about,1
884,English,Training,out but my,niggas,niggers,1
885,English,Training,my niggas know,wat,what,1
886,English,Training,these hoes be,tryna,trying to,1
887,English,Training,be tryna do,dass,that's,1
888,English,Training,tryna do dass,y,why,1
889,English,Training,laughing omg i'm,dieing,dying,1
890,English,Training,omg i'm dieing,rn,right now,1
891,English,Training,,ima,i'm going to,6
892,English,Training,criticism over delayed,dis,this,1
893,English,Training,: imessage is,bbm,blackberry messenger,1
894,English,Training,disfavor,microsofts,microsoft's,1
895,English,Training,the john webster,programme,program,1
896,English,Training,* ( same,programme,program,1
897,English,Training,", #bbc2 7pm",betwn,between,1
898,English,Training,@michaeljohnevan @jon_flan93,thats,that's,1
899,English,Training,in your profile,pic,picture,1
900,English,Training,your profile pic,plz,please,1
901,English,Training,@ashleyjclarke oh really,u,you,1
902,English,Training,to mine if,u,you,1
903,English,Training,lead too ...,dayum,damn,1
904,English,Training,", his ass",aint,ain't,1
905,English,Training,! 2 deny,urself,yourself,1
906,English,Training,deny urself of,ur,your,1
907,English,Training,"serving me ,",u,you,1
908,English,Training,feeling empty &,ur,your,1
909,English,Training,ur life will,b,be,1
910,English,Training,a hood chick,wit,with,1
911,English,Training,"some class """,bish,bitch,1
912,English,Training,"class "" bish",whet,what,1
913,English,Training,@alrightjustice me but,u,you,1
914,English,Training,night what state,u,you,1
915,English,Training,u in -,lil,little,1
916,English,Training,,ive,i've,2
917,English,Training,been listening to,alot,a lot,1
918,English,Training,i,looove,love,1
919,English,Training,u know i,b,be,1
920,English,Training,know i b,kiddn,kidding,1
921,English,Training,@questionnier ah ..,u,you,1
922,English,Training,rt @darealmrslean :,smokin,smoking,1
923,English,Training,blunt while i'm,gettin,getting,1
924,English,Training,#new mixtape :,peewee,pee wee,1
925,English,Training,mixtape : peewee,longway,long way,1
926,English,Training,the blue mm,peewee,pee wee,1
927,English,Training,blue mm peewee,longway,long way,1
928,English,Training,mm peewee longway,peewee,pee wee,1
929,English,Training,peewee longway peewee,longway,long way,1
930,English,Training,@scoutingmusic,lil,little,1
931,English,Training,bamm ft pooh,da,the,1
